id,year,site,replicate,block,hybrid,date_planted,day_of_year_planted,day_of_year_harvested,date_harvested,yield_mg_ha,grain_moisture,soilpH,om_pct,soilk_ppm,soilp_ppm,previous_crop,longitude,latitude
21346,2016,MIH1,2,2,PHN11_OH43_0001/PHB47,2016-05-24,145,321,2016-11-16,9.872373356,19.1,5.7,3,181,31,soybean,-84.295393,42.411797
21347,2016,MIH1,2,2,LH195/LH82,2016-05-24,145,321,2016-11-16,9.342829265,18.5,5.7,3,181,31,soybean,-84.295393,42.411797
21348,2016,MIH1,2,2,B97/PHB47,2016-05-24,145,321,2016-11-16,8.417606274,17.6,5.7,3,181,31,soybean,-84.295393,42.411797
21349,2016,MIH1,2,2,PHW52/PHN82,2016-05-24,145,321,2016-11-16,10.20934756,21.4,5.7,3,181,31,soybean,-84.295393,42.411797
21350,2016,MIH1,2,2,VA35/LH195,2016-05-24,145,321,2016-11-16,8.452366846,19.8,5.7,3,181,31,soybean,-84.295393,42.411797
21351,2016,MIH1,2,2,B37/MO17,2016-05-24,145,321,2016-11-16,10.29467737,22.4,5.7,3,181,31,soybean,-84.295393,42.411797
21352,2016,MIH1,2,2,PB80/PHZ51,2016-05-24,145,321,2016-11-16,10.46131551,17.1,5.7,3,181,31,soybean,-84.295393,42.411797
21353,2016,MIH1,2,2,PHG39/TX205,2016-05-24,145,321,2016-11-16,9.639542211,20.1,5.7,3,181,31,soybean,-84.295393,42.411797
21354,2016,MIH1,2,2,B73/MO17,2016-05-24,145,321,2016-11-16,7.970803448,20.9,5.7,3,181,31,soybean,-84.295393,42.411797
21355,2016,MIH1,2,2,TX714/PHZ51,2016-05-24,145,321,2016-11-16,7.301107669,19,5.7,3,181,31,soybean,-84.295393,42.411797
21356,2016,MIH1,2,2,LH212HT/LH195,2016-05-24,145,321,2016-11-16,8.804595028,18.6,5.7,3,181,31,soybean,-84.295393,42.411797
21357,2016,MIH1,2,2,B14A/OH43,2016-05-24,145,321,2016-11-16,5.290078924,25.2,5.7,3,181,31,soybean,-84.295393,42.411797
21358,2016,MIH1,2,2,LH198/PHZ51,2016-05-24,145,321,2016-11-16,6.383973906,17.3,5.7,3,181,31,soybean,-84.295393,42.411797
21359,2016,MIH1,2,2,WF9/H95,2016-05-24,145,321,2016-11-16,9.239656911,19.4,5.7,3,181,31,soybean,-84.295393,42.411797
21360,2016,MIH1,2,2,PHB47/PHZ51,2016-05-24,145,321,2016-11-16,10.87178614,16.3,5.7,3,181,31,soybean,-84.295393,42.411797
21361,2016,MIH1,2,2,LH74/PHN82,2016-05-24,145,321,2016-11-16,5.655989454,19.5,5.7,3,181,31,soybean,-84.295393,42.411797
21362,2016,MIH1,2,2,LH74/TX205,2016-05-24,145,321,2016-11-16,11.65292838,19.2,5.7,3,181,31,soybean,-84.295393,42.411797
21363,2016,MIH1,2,2,PHG29/PHG47,2016-05-24,145,321,2016-11-16,10.07802469,14.5,5.7,3,181,31,soybean,-84.295393,42.411797
21364,2016,MIH1,2,2,B73/PHN82,2016-05-24,145,321,2016-11-16,11.68745784,18.7,5.7,3,181,31,soybean,-84.295393,42.411797
21365,2016,MNH1,1,1,GEMN-0261/DK3IIH6,2016-05-17,138,294,2016-10-20,9.199360996,19.7,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21366,2016,MNH1,1,1,BGEM-0182-N/LH195,2016-05-17,138,294,2016-10-20,8.607954252,21.1,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21367,2016,MNH1,1,1,BGEM-0207-N/LH195,2016-05-17,138,294,2016-10-20,8.028387204,21.9,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21368,2016,MNH1,1,1,LH123HT/DK3IIH6,2016-05-17,138,294,2016-10-20,11.72864778,22.2,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21369,2016,MNH1,1,1,PB80/PHZ51,2016-05-17,138,294,2016-10-20,9.798310676,19.7,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21370,2016,MNH1,1,1,TX714/TX777,2016-05-17,138,294,2016-10-20,1.982197469,23.3,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21371,2016,MNH1,1,1,TX951/LH195,2016-05-17,138,294,2016-10-20,8.346509298,29,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21372,2016,MNH1,1,1,CG44/CGR01,2016-05-17,138,294,2016-10-20,7.918410452,15.5,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21373,2016,MNH1,1,1,TX714/PHZ51,2016-05-17,138,294,2016-10-20,11.45267898,19.9,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21374,2016,MNH1,1,1,B73/PHN82,2016-05-17,138,294,2016-10-20,10.4796707,21.7,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21375,2016,MNH1,1,1,PHG80/PHZ51,2016-05-17,138,294,2016-10-20,11.22453118,23.9,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21376,2016,MNH1,1,1,F42/MO17,2016-05-17,138,294,2016-10-20,11.31870242,22.6,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21377,2016,MNH1,1,1,PHN11_OH43_0001/PHB47,2016-05-17,138,294,2016-10-20,8.84869288,20.8,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21378,2016,MNH1,1,1,B37/OH43,2016-05-17,138,294,2016-10-20,6.97075193,23.6,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21379,2016,MNH1,1,1,2369/DK3IIH6,2016-05-17,138,294,2016-10-20,9.395440773,18.4,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21380,2016,MNH1,1,1,LH198/PHZ51,2016-05-17,138,294,2016-10-20,11.735854550000001,19.4,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21381,2016,MNH1,1,1,PHN11_PHW65_0323/LH195,2016-05-17,138,293,2016-10-19,9.892250797,24.7,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21382,2016,MNH1,1,1,WF9/H95,2016-05-17,138,293,2016-10-19,7.648991826,24.9,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21383,2016,MNH1,1,1,B14A/OH43,2016-05-17,138,293,2016-10-19,10.87023342,25.8,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21384,2016,MNH1,1,1,B37/H95,2016-05-17,138,293,2016-10-19,7.635245386,22.6,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21385,2016,MNH1,1,1,PHP02/PHB47,2016-05-17,138,293,2016-10-19,8.753292501,22.6,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21386,2016,MNH1,1,1,LH216/LH195,2016-05-17,138,293,2016-10-19,10.96379535,25,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21387,2016,MNH1,1,1,TX150/LH195,2016-05-17,138,293,2016-10-19,8.877561978,32.8,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21388,2016,MNH1,1,1,B97/PHB47,2016-05-17,138,293,2016-10-19,9.553716531,21.4,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21389,2016,MNH1,1,1,B73/PHZ51,2016-05-17,138,293,2016-10-19,10.70339044,19.3,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21390,2016,MNH1,1,1,W10005_0107/PHB47,2016-05-17,138,293,2016-10-19,9.528314248,18.4,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21391,2016,MNH1,1,1,F42/H95,2016-05-17,138,293,2016-10-19,10.16992674,21.2,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21392,2016,MNH1,1,1,CG60/LH162,2016-05-17,138,293,2016-10-19,5.332588351,15.4,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21393,2016,MNH1,1,1,VA35/LH195,2016-05-17,138,292,2016-10-18,11.04878479,24.5,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21394,2016,MNH1,1,1,W10001_0022/PHB47,2016-05-17,138,292,2016-10-18,7.961425192,21.1,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21395,2016,MNH1,1,1,PHG39/TX205,2016-05-17,138,292,2016-10-18,8.707084086,25.5,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21396,2016,MNH1,1,1,PHW52/PHN82,2016-05-17,138,292,2016-10-18,9.967401843,24.7,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21397,2016,MNH1,1,1,PHW52/PHM49,2016-05-17,138,292,2016-10-18,11.96838313,25,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21398,2016,MNH1,1,1,LH212HT/LH195,2016-05-17,138,292,2016-10-18,12.31399285,22.4,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21399,2016,MNH1,1,1,B14A/H95,2016-05-17,138,292,2016-10-18,7.688434696,24.2,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21400,2016,MNH1,1,1,PHW52/TX205,2016-05-17,138,292,2016-10-18,9.45365171,26.3,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21401,2016,MNH1,1,1,PHG29/PHG47,2016-05-17,138,292,2016-10-18,8.780113026,18.7,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21402,2016,MNH1,1,1,2369/LH123HT,2016-05-17,138,292,2016-10-18,11.49543634,23.4,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21403,2016,MNH1,1,1,B73/MO17,2016-05-17,138,292,2016-10-18,7.650551891,23.1,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21404,2016,MNH1,1,1,PHB47/PHZ51,2016-05-17,138,292,2016-10-18,8.526657492,19.6,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21405,2016,MNH1,1,1,LH195/LH82,2016-05-17,138,292,2016-10-18,10.00569436,23.5,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21406,2016,MNH1,1,1,PHW52/PHN37,2016-05-17,138,292,2016-10-18,10.93681724,21.4,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21407,2016,MNH1,1,1,F42/OH43,2016-05-17,138,292,2016-10-18,6.87245203,23.8,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21408,2016,MNH1,1,1,B73/PHM49,2016-05-17,138,292,2016-10-18,10.08842513,22.4,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21409,2016,MNH1,1,1,B37/MO17,2016-05-17,138,292,2016-10-18,9.448404214,22.3,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21410,2016,MNH1,1,1,PHG39/PHN82,2016-05-17,138,292,2016-10-18,10.85743774,22.7,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21411,2016,MNH1,1,1,PHN11_PHG47_0251/PHB47,2016-05-17,138,292,2016-10-18,10.21323038,20.8,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21412,2016,MNH1,1,1,LH74/PHN82,2016-05-17,138,292,2016-10-18,10.54194726,22,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21413,2016,MNH1,1,1,W10004_0216/PHZ51,2016-05-17,138,292,2016-10-18,8.784204913,20.1,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21414,2016,MNH1,1,1,B73/TX777,2016-05-17,138,292,2016-10-18,4.739027985,30.6,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21415,2016,MNH1,1,1,B14A/MO17,2016-05-17,138,292,2016-10-18,8.172433274,25.2,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21416,2016,MNH1,1,1,W37A/PHB47,2016-05-17,138,292,2016-10-18,8.613795305,21.5,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21417,2016,MNH1,1,1,LH195/PHN37,2016-05-17,138,292,2016-10-18,11.43440992,22.2,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21418,2016,MNH1,1,1,PHG29/S8324,2016-05-17,138,292,2016-10-18,10.00396096,19.3,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21419,2016,MNH1,1,1,CG123/LH145,2016-05-17,138,292,2016-10-18,8.9745697,17.7,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21420,2016,MNH1,1,1,S8324/PHR25,2016-05-17,138,292,2016-10-18,8.159753144,25.1,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21421,2016,MNH1,1,1,PHG29/PHRE1,2016-05-17,138,292,2016-10-18,12.7985167,19.4,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21422,2016,MNH1,1,1,CG60/LH82,2016-05-17,138,292,2016-10-18,9.779878793,19.4,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21423,2016,MNH1,1,1,PHK05/PHRE1,2016-05-17,138,292,2016-10-18,5.983592754,18.4,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21424,2016,MNH1,1,1,PHB47/DK3IIH6,2016-05-17,138,292,2016-10-18,11.01412717,19.6,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21425,2016,MNH1,1,1,LH145/LH82,2016-05-17,138,292,2016-10-18,9.838467924,18.6,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21426,2016,MNH1,1,1,PHJ89/S8324,2016-05-17,138,292,2016-10-18,11.49319866,21.8,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21427,2016,MNH1,1,1,PHHV4/PHK05,2016-05-17,138,292,2016-10-18,8.093957242,18.9,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21428,2016,MNH1,1,1,PHJ89/CG120,2016-05-17,138,292,2016-10-18,10.39183427,21.4,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21429,2016,MNH1,1,1,CG120/PHZ51,2016-05-17,138,292,2016-10-18,11.16119882,19.3,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21430,2016,MNH1,1,1,PHG47/S8324,2016-05-17,138,292,2016-10-18,9.826943397,19.5,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21431,2016,MNH1,1,1,LH185/S8324,2016-05-17,138,292,2016-10-18,9.342666427,22.5,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21432,2016,MNH1,1,1,PHJ89/PHRE1,2016-05-17,138,292,2016-10-18,10.19044397,19.9,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21433,2016,MNH1,1,1,PHB47/PHZ51,2016-05-17,138,292,2016-10-18,11.22582336,21.4,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21434,2016,MNH1,1,1,S8326/LH145,2016-05-17,138,292,2016-10-18,9.926766594,19.1,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21435,2016,MNH1,1,1,PHB47/PHG47,2016-05-17,138,292,2016-10-18,10.35406703,20.9,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21436,2016,MNH1,1,1,CG124/PHRE1,2016-05-17,138,292,2016-10-18,8.613679749,19.1,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21437,2016,MNH1,1,1,PHHV4/PHK56,2016-05-17,138,292,2016-10-18,12.04742647,21.4,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21438,2016,MNH1,1,1,PHW03/LH145,2016-05-17,138,292,2016-10-18,10.68962823,18.5,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21439,2016,MNH1,1,1,PHB47/PHW03,2016-05-17,138,293,2016-10-19,9.074729073,18.2,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21440,2016,MNH1,1,1,LH145/LH185,2016-05-17,138,293,2016-10-19,9.419330261,16.4,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21441,2016,MNH1,1,1,CG120/LH185,2016-05-17,138,293,2016-10-19,11.00319095,20.2,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21442,2016,MNH1,1,1,S8324/PHZ51,2016-05-17,138,293,2016-10-19,12.61938228,17.3,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21443,2016,MNH1,1,1,PHB47/PHR25,2016-05-17,138,293,2016-10-19,7.671216194,18,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21444,2016,MNH1,1,1,CGR01/LH195,2016-05-17,138,293,2016-10-19,11.52945312,20.3,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21445,2016,MNH1,1,1,PHHV4/LH162,2016-05-17,138,293,2016-10-19,9.973931005,29.7,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21446,2016,MNH1,1,1,CG124/S8324,2016-05-17,138,293,2016-10-19,10.29693816,17.6,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21447,2016,MNH1,1,1,PHHV4/PHZ51,2016-05-17,138,293,2016-10-19,11.18461031,19.1,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21448,2016,MNH1,1,1,PHG29/CG120,2016-05-17,138,293,2016-10-19,9.564558202,18.2,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21449,2016,MNH1,1,1,CG120/PHR25,2016-05-17,138,293,2016-10-19,9.834864539,17.3,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21450,2016,MNH1,1,1,CG119/CG108,2016-05-17,138,293,2016-10-19,9.001421746,15.5,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21451,2016,MNH1,1,1,CG104/CG102,2016-05-17,138,293,2016-10-19,8.808015615,17.6,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21452,2016,MNH1,1,1,CG124/LH145,2016-05-17,138,293,2016-10-19,8.887983426,16.4,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21453,2016,MNH1,1,1,CGR01/LH82,2016-05-17,138,294,2016-10-20,11.54226457,18.1,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21454,2016,MNH1,1,1,LH82/PHB47,2016-05-17,138,294,2016-10-20,11.04564364,18.4,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21455,2016,MNH1,1,1,S8324/PHK56,2016-05-17,138,294,2016-10-20,11.14383849,19.7,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21456,2016,MNH1,1,1,PHN82/PHHV4,2016-05-17,138,294,2016-10-20,11.5938623,20,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21457,2016,MNH1,1,1,PHJ40/LH82,2016-05-17,138,294,2016-10-20,10.89526802,20.1,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21458,2016,MNH1,1,1,PHG47/CG120,2016-05-17,138,294,2016-10-20,10.48044286,16.9,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21459,2016,MNH1,1,1,PHG29/PHHV4,2016-05-17,138,294,2016-10-20,11.11608298,19.9,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21460,2016,MNH1,1,1,LH185/PHRE1,2016-05-17,138,294,2016-10-20,11.35780912,20.3,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21461,2016,MNH1,1,1,PHRE1/PHR25,2016-05-17,138,294,2016-10-20,8.402687423,16.9,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21462,2016,MNH1,1,1,PHRE1/PHZ51,2016-05-17,138,294,2016-10-20,12.38480513,17.3,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21463,2016,MNH1,1,1,LH185/PHB47,2016-05-17,138,294,2016-10-20,10.83536569,23.6,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21464,2016,MNH1,1,1,LH82/S8324,2016-05-17,138,294,2016-10-20,10.53984617,18,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21465,2016,MNH1,1,1,PHRE1/LH162,2016-05-17,138,294,2016-10-20,9.742920468,17.6,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21466,2016,MNH1,1,1,CGR01/LH198,2016-05-17,138,294,2016-10-20,13.06767794,18.7,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21467,2016,MNH1,1,1,CG44/CGR01,2016-05-17,138,294,2016-10-20,7.490668785,16.8,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21468,2016,MNH1,1,1,PHK56/PHRE1,2016-05-17,138,294,2016-10-20,9.907504771,18.1,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21469,2016,MNH1,1,1,PHB47/PHG29,2016-05-17,138,294,2016-10-20,10.24550326,19.6,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21470,2016,MNH1,1,1,S8326/CG120,2016-05-17,138,294,2016-10-20,11.33493341,17.7,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21471,2016,MNH1,1,1,PHJ89/PHHV4,2016-05-17,138,294,2016-10-20,13.70007186,21.7,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21472,2016,MNH1,1,1,LH145/PHR25,2016-05-17,138,294,2016-10-20,7.850492438,15.8,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21473,2016,MNH1,1,1,PHJ89/LH145,2016-05-17,138,294,2016-10-20,11.12069489,17.3,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21474,2016,MNH1,1,1,S8324/PHK05,2016-05-17,138,294,2016-10-20,6.507354625,16.8,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21475,2016,MNH1,1,1,CG118/CGR01,2016-05-17,138,294,2016-10-20,9.595617691,15.7,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21476,2016,MNH1,1,1,CG102/LH82,2016-05-17,138,294,2016-10-20,10.42420696,18.5,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21477,2016,MNH1,1,1,PHN82/S8324,2016-05-17,138,294,2016-10-20,11.73769826,19.3,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21478,2016,MNH1,1,1,LH162/PHB47,2016-05-17,138,294,2016-10-20,10.17513222,18.3,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21479,2016,MNH1,1,1,S8324/LH162,2016-05-17,138,294,2016-10-20,10.15602797,16.3,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21480,2016,MNH1,1,1,PHW03/S8324,2016-05-17,138,294,2016-10-20,11.32850405,20.3,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21481,2016,MNH1,1,1,CG123/PHRE1,2016-05-17,138,294,2016-10-20,8.206696939,17.9,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21482,2016,MNH1,1,1,DK3IIH6/S8324,2016-05-17,138,294,2016-10-20,10.42565146,17.3,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21483,2016,MNH1,1,1,PHB47/PHK56,2016-05-17,138,294,2016-10-20,11.33175024,20.1,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21484,2016,MNH1,1,1,S8326/PHHV4,2016-05-17,138,294,2016-10-20,12.70244397,20.4,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21485,2016,MNH1,1,1,CG60/LH185,2016-05-17,138,294,2016-10-20,8.893351732,19.3,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21486,2016,MNH1,1,1,PHN82/PHRE1,2016-05-17,138,294,2016-10-20,10.91529149,17.8,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21487,2016,MNH1,1,1,PHG29/LH145,2016-05-17,138,294,2016-10-20,9.454460635,16.4,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21488,2016,MNH1,1,1,CG120/PHW03,2016-05-17,138,294,2016-10-20,9.315520232,16.7,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21489,2016,MNH1,1,1,S8326/S8324,2016-05-17,138,293,2016-10-19,11.45458573,20.5,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21490,2016,MNH1,1,1,LH145/LH162,2016-05-17,138,293,2016-10-19,8.482954642,15.8,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21491,2016,MNH1,1,1,PHB47/PHK05,2016-05-17,138,293,2016-10-19,7.879203946,17.4,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21492,2016,MNH1,1,1,PHHV4/PHR25,2016-05-17,138,293,2016-10-19,10.51099808,16.9,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21493,2016,MNH1,1,1,PHG47/PHHV4,2016-05-17,138,293,2016-10-19,10.79904295,18.9,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21494,2016,MNH1,1,1,S8326/PHB47,2016-05-17,138,293,2016-10-19,8.291292423,20.4,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21495,2016,MNH1,1,1,LH145/DK3IIH6,2016-05-17,138,293,2016-10-19,8.822113986,16.4,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21496,2016,MNH1,1,1,PHG47/PHRE1,2016-05-17,138,293,2016-10-19,10.25987478,18,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21497,2016,MNH1,1,1,PHB47/PHN82,2016-05-17,138,293,2016-10-19,11.19381312,24,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21498,2016,MNH1,1,1,PHHV4/PHW03,2016-05-17,138,293,2016-10-19,10.60687122,20.5,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21499,2016,MNH1,1,1,PHN82/LH145,2016-05-17,138,293,2016-10-19,13.14757222,17.8,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21500,2016,MNH1,1,1,CG120/PHK05,2016-05-17,138,293,2016-10-19,6.937486284,15.5,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21501,2016,MNH1,1,1,PHHV4/DK3IIH6,2016-05-17,138,293,2016-10-19,12.21802517,16.6,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21502,2016,MNH1,1,1,CG120/DK3IIH6,2016-05-17,138,293,2016-10-19,10.96770864,15.5,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21503,2016,MNH1,1,1,CG60/LH162,2016-05-17,138,292,2016-10-18,7.908115067,18.4,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21504,2016,MNH1,1,1,CG120/LH162,2016-05-17,138,292,2016-10-18,9.555355389,17.2,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21505,2016,MNH1,1,1,PHHV4/LH185,2016-05-17,138,292,2016-10-18,11.68772363,21.9,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21506,2016,MNH1,1,1,CG124/CG120,2016-05-17,138,292,2016-10-18,9.111414259,17.4,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21507,2016,MNH1,1,1,S8326/PHRE1,2016-05-17,138,292,2016-10-18,11.01870756,20.3,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21508,2016,MNH1,1,1,CG123/S8324,2016-05-17,138,292,2016-10-18,8.702944922,18.1,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21509,2016,MNH1,1,1,PHG47/LH145,2016-05-17,138,292,2016-10-18,10.25697526,18.4,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21510,2016,MNH1,1,1,CG108/CGR03,2016-05-17,138,292,2016-10-18,9.762450176,20.2,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21511,2016,MNH1,1,1,CG124/PHHV4,2016-05-17,138,292,2016-10-18,9.863050781,20.2,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21512,2016,MNH1,1,1,LH145/PHZ51,2016-05-17,138,292,2016-10-18,8.418471928,17.6,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21513,2016,MNH1,1,1,MBNIL_B057/PHZ51,2016-05-17,138,292,2016-10-18,9.513139066,21.7,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
21514,2016,MNH1,1,1,MBNIL_B055/LH185,2016-05-17,138,292,2016-10-18,10.04244783,20.9,6.2,4.4,188,21,soybean,-93.534178,44.066160000000004
