id,year,site,replicate,block,hybrid,date_planted,date_harvested,yield_mg_ha,grain_moisture,soilpH,om_pct,soilk_ppm,soilp_ppm,previous_crop,longitude,latitude
22168,2016,MOH1,2,2,Z031E0012/LH162,5/23/16,10/5/16,5.979558645,16,6.7,2.2,150,35,soybean,-92.20754,38.89497
22169,2016,MOH1,2,2,Z031E0556/LH162,5/23/16,10/5/16,4.54235097,16.1,6.7,2.2,150,35,soybean,-92.20754,38.89497
22170,2016,MOH1,2,2,B73/PHZ51,5/23/16,10/5/16,8.7699269,17.6,6.7,2.2,150,35,soybean,-92.20754,38.89497
22171,2016,MOH1,2,2,Z033E0001/DK3IIH6,5/23/16,10/5/16,2.746963757,16.3,6.7,2.2,150,35,soybean,-92.20754,38.89497
22172,2016,MOH1,2,2,Z038E0057/PHZ51,5/23/16,10/5/16,6.989117631,18.6,6.7,2.2,150,35,soybean,-92.20754,38.89497
22173,2016,MOH1,2,2,Z033E0056/PHZ51,5/23/16,10/5/16,7.071049971,17.2,6.7,2.2,150,35,soybean,-92.20754,38.89497
22174,2016,MOH1,2,2,Z034E0042/LH162,5/23/16,10/5/16,4.498721131,16.1,6.7,2.2,150,35,soybean,-92.20754,38.89497
22175,2016,MOH1,2,2,Z033E0056/LH162,5/23/16,10/5/16,5.594314855,16.1,6.7,2.2,150,35,soybean,-92.20754,38.89497
22176,2016,MOH1,2,2,Z030E0059/PHZ51,5/23/16,10/5/16,5.453296468,17.5,6.7,2.2,150,35,soybean,-92.20754,38.89497
22177,2016,MOH1,2,2,Z029E0002/PHZ51,5/23/16,10/5/16,6.985552591,17.7,6.7,2.2,150,35,soybean,-92.20754,38.89497
22178,2016,MOH1,2,2,Z034E0042/DK3IIH6,5/23/16,10/5/16,4.436133605,16,6.7,2.2,150,35,soybean,-92.20754,38.89497
22179,2016,MOH1,2,2,Z030E0058/LH162,5/23/16,10/5/16,5.282076364,15.9,6.7,2.2,150,35,soybean,-92.20754,38.89497
22180,2016,MOH1,2,2,Z035E0047/PHZ51,5/23/16,10/5/16,5.753730461,16.6,6.7,2.2,150,35,soybean,-92.20754,38.89497
22181,2016,MOH1,2,2,Z033E0056/DK3IIH6,5/23/16,10/5/16,4.276417541,15.8,6.7,2.2,150,35,soybean,-92.20754,38.89497
22182,2016,MOH1,2,2,B73/LH162,5/23/16,10/5/16,4.543997706,15.8,6.7,2.2,150,35,soybean,-92.20754,38.89497
22183,2016,MOH1,2,2,Z035E0047/DK3IIH6,5/23/16,10/5/16,6.863058541,15.7,6.7,2.2,150,35,soybean,-92.20754,38.89497
22184,2016,MOH1,2,2,Z032E0081/LH162,5/23/16,10/5/16,5.78763589,15.4,6.7,2.2,150,35,soybean,-92.20754,38.89497
22185,2016,MOH1,2,2,Z031E0012/PHZ51,5/23/16,10/7/16,6.265917379,16,6.7,2.2,150,35,soybean,-92.20754,38.89497
22186,2016,MOH1,2,2,Z033E0001/PHZ51,5/23/16,10/7/16,4.820741812,16.9,6.7,2.2,150,35,soybean,-92.20754,38.89497
22187,2016,MOH1,2,2,Z038E0057/DK3IIH6,5/23/16,10/7/16,5.351603294,15.8,6.7,2.2,150,35,soybean,-92.20754,38.89497
22188,2016,MOH1,2,2,MO17/DK3IIH6,5/23/16,10/7/16,7.273650511,15.4,6.7,2.2,150,35,soybean,-92.20754,38.89497
22189,2016,MOH1,2,2,Z034E0064/PHZ51,5/23/16,10/7/16,6.946152264,16.4,6.7,2.2,150,35,soybean,-92.20754,38.89497
22190,2016,MOH1,2,2,F42/MO17,5/23/16,10/7/16,6.738039498,17,6.7,2.2,150,35,soybean,-92.20754,38.89497
22191,2016,MOH1,2,2,PHB47/PHZ51,5/23/16,10/7/16,3.552789714,16,6.7,2.2,150,35,soybean,-92.20754,38.89497
22192,2016,MOH1,2,2,2369/LH123HT,5/23/16,10/7/16,8.25539988,16.3,6.7,2.2,150,35,soybean,-92.20754,38.89497
22193,2016,MOH1,2,2,B97/PHB47,5/23/16,10/7/16,2.695354471,16.1,6.7,2.2,150,35,soybean,-92.20754,38.89497
22194,2016,MOH1,2,2,LH216/LH195,5/23/16,10/7/16,5.691639845,17.5,6.7,2.2,150,35,soybean,-92.20754,38.89497
22195,2016,MOH1,2,2,B14A/MO17,5/23/16,10/7/16,7.760321685,17.4,6.7,2.2,150,35,soybean,-92.20754,38.89497
22196,2016,MOH1,2,2,2369/PHZ51,5/23/16,10/7/16,4.339946885,15.7,6.7,2.2,150,35,soybean,-92.20754,38.89497
22197,2016,MOH1,2,2,B73/PHM49,5/23/16,10/5/16,7.852261558,15.8,6.7,2.2,150,35,soybean,-92.20754,38.89497
22198,2016,MOH1,2,2,LH195/LH82,5/23/16,10/5/16,6.222183536,17.1,6.7,2.2,150,35,soybean,-92.20754,38.89497
22199,2016,MOH1,2,2,PHN11_OH43_0001/PHB47,5/23/16,10/5/16,6.042169283,15.6,6.7,2.2,150,35,soybean,-92.20754,38.89497
22200,2016,MOH1,2,2,W10001_0022/PHB47,5/23/16,10/5/16,4.976991063,15.8,6.7,2.2,150,35,soybean,-92.20754,38.89497
22201,2016,MOH1,2,2,TX714/PHZ51,5/23/16,10/5/16,7.1019681629999996,16.1,6.7,2.2,150,35,soybean,-92.20754,38.89497
22202,2016,MOH1,2,2,PHG29/PHG47,5/23/16,10/5/16,6.144474928,15.4,6.7,2.2,150,35,soybean,-92.20754,38.89497
22203,2016,MOH1,2,2,LH212HT/LH195,5/23/16,10/5/16,6.923369527,16.5,6.7,2.2,150,35,soybean,-92.20754,38.89497
22204,2016,MOH1,2,2,W10004_0216/PHZ51,5/23/16,10/5/16,6.844216415,16.7,6.7,2.2,150,35,soybean,-92.20754,38.89497
22205,2016,MOH1,2,2,B37/H95,5/23/16,10/5/16,4.897566383,16.9,6.7,2.2,150,35,soybean,-92.20754,38.89497
22206,2016,MOH1,2,2,B37/OH43,5/23/16,10/5/16,6.604740546,18,6.7,2.2,150,35,soybean,-92.20754,38.89497
22207,2016,MOH1,2,2,PHP02/PHB47,5/23/16,10/5/16,5.891674941,17.1,6.7,2.2,150,35,soybean,-92.20754,38.89497
22208,2016,MOH1,2,2,PHG39/PHN82,5/23/16,10/5/16,7.140767577,17.5,6.7,2.2,150,35,soybean,-92.20754,38.89497
22209,2016,MOH1,2,2,TX951/LH195,5/23/16,10/5/16,6.781363099,21.6,6.7,2.2,150,35,soybean,-92.20754,38.89497
22210,2016,MOH1,2,2,CG60/LH162,5/23/16,10/5/16,3.137985568,15.8,6.7,2.2,150,35,soybean,-92.20754,38.89497
22211,2016,MOH1,2,2,PHG39/TX205,5/23/16,10/5/16,9.512356403,18.5,6.7,2.2,150,35,soybean,-92.20754,38.89497
22212,2016,MOH1,2,2,B73/PHZ51,5/23/16,10/5/16,8.370376729,16.6,6.7,2.2,150,35,soybean,-92.20754,38.89497
22213,2016,MOH1,2,2,B14A/OH43,5/23/16,10/4/16,6.052361712,18.8,6.7,2.2,150,35,soybean,-92.20754,38.89497
22214,2016,MOH1,2,2,B73/TX777,5/23/16,10/4/16,6.613800482,20.4,6.7,2.2,150,35,soybean,-92.20754,38.89497
22215,2016,MOH1,2,2,LH123HT/DK3IIH6,5/23/16,10/4/16,7.577048628,16.1,6.7,2.2,150,35,soybean,-92.20754,38.89497
22216,2016,MOH1,2,2,PHB47/PHZ51,5/23/16,10/4/16,6.132456643,15.9,6.7,2.2,150,35,soybean,-92.20754,38.89497
22217,2016,MOH1,2,2,VA35/LH195,5/23/16,10/4/16,7.628559688,18.3,6.7,2.2,150,35,soybean,-92.20754,38.89497
22218,2016,MOH1,2,2,PHB47/PHZ51,5/23/16,10/4/16,6.705971477,17.1,6.7,2.2,150,35,soybean,-92.20754,38.89497
22219,2016,MOH1,2,2,W10005_0107/PHB47,5/23/16,10/4/16,5.886763624,15.8,6.7,2.2,150,35,soybean,-92.20754,38.89497
22220,2016,MOH1,2,2,PB80/PHZ51,5/23/16,10/4/16,5.82334984,16.5,6.7,2.2,150,35,soybean,-92.20754,38.89497
22221,2016,MOH1,2,2,B73/MO17,5/23/16,10/4/16,7.91732786,17.9,6.7,2.2,150,35,soybean,-92.20754,38.89497
22222,2016,MOH1,2,2,PHN11_PHW65_0323/LH195,5/23/16,10/4/16,6.464115064,17.8,6.7,2.2,150,35,soybean,-92.20754,38.89497
22223,2016,MOH1,2,2,CG44/CGR01,5/23/16,10/4/16,4.120699868,15.9,6.7,2.2,150,35,soybean,-92.20754,38.89497
22224,2016,MOH1,2,2,PHW52/PHN37,5/23/16,10/4/16,1.984403623,15.2,6.7,2.2,150,35,soybean,-92.20754,38.89497
22225,2016,MOH1,2,2,F42/OH43,5/23/16,10/4/16,7.609885126,18.5,6.7,2.2,150,35,soybean,-92.20754,38.89497
22226,2016,MOH1,2,2,PHG80/PHZ51,5/23/16,10/4/16,7.061273561,18.2,6.7,2.2,150,35,soybean,-92.20754,38.89497
22227,2016,MOH1,2,2,LH195/PHN37,5/23/16,10/4/16,4.128107291,17.5,6.7,2.2,150,35,soybean,-92.20754,38.89497
22228,2016,MOH1,2,2,B14A/H95,5/23/16,10/4/16,7.841254431,18.1,6.7,2.2,150,35,soybean,-92.20754,38.89497
22229,2016,MOH1,2,2,LH74/PHN82,5/23/16,10/4/16,5.261789732,16.3,6.7,2.2,150,35,soybean,-92.20754,38.89497
22230,2016,MOH1,2,2,TX150/LH195,5/23/16,10/4/16,8.329595451,20,6.7,2.2,150,35,soybean,-92.20754,38.89497
22231,2016,MOH1,2,2,F42/H95,5/23/16,10/4/16,6.082522983,17.5,6.7,2.2,150,35,soybean,-92.20754,38.89497
22232,2016,MOH1,2,2,2369/PHZ51,5/23/16,10/4/16,6.105507952,16.6,6.7,2.2,150,35,soybean,-92.20754,38.89497
22233,2016,MOH1,2,2,PHW52/TX205,5/23/16,10/4/16,6.643245279,18.4,6.7,2.2,150,35,soybean,-92.20754,38.89497
22234,2016,MOH1,2,2,WF9/H95,5/23/16,10/4/16,4.897566383,16.9,6.7,2.2,150,35,soybean,-92.20754,38.89497
22235,2016,MOH1,2,2,W37A/PHB47,5/23/16,10/4/16,6.498887197,16,6.7,2.2,150,35,soybean,-92.20754,38.89497
22236,2016,MOH1,2,2,PHN11_PHG47_0251/PHB47,5/23/16,10/4/16,5.650766123,15.4,6.7,2.2,150,35,soybean,-92.20754,38.89497
22237,2016,MOH1,2,2,B73/PHN82,5/23/16,10/4/16,7.676881284,16.7,6.7,2.2,150,35,soybean,-92.20754,38.89497
22238,2016,MOH1,2,2,PHW52/PHM49,5/23/16,10/4/16,5.612954752,16.4,6.7,2.2,150,35,soybean,-92.20754,38.89497
22239,2016,MOH1,2,2,2369/DK3IIH6,5/23/16,10/5/16,7.348054088,15.5,6.7,2.2,150,35,soybean,-92.20754,38.89497
22240,2016,MOH1,2,2,LH198/PHZ51,5/23/16,10/5/16,7.956161941,17,6.7,2.2,150,35,soybean,-92.20754,38.89497
22241,2016,MOH1,2,2,B37/MO17,5/23/16,10/5/16,3.628972925,17.9,6.7,2.2,150,35,soybean,-92.20754,38.89497
22242,2016,MOH1,2,2,PHW52/PHN82,5/23/16,10/5/16,4.827530988,16.7,6.7,2.2,150,35,soybean,-92.20754,38.89497
22243,2016,MOH1,2,2,TX714/TX777,5/23/16,10/5/16,7.616807195,20.3,6.7,2.2,150,35,soybean,-92.20754,38.89497
22244,2016,MOH1,2,2,BSSSC0_003/DK3IIH6,5/23/16,10/5/16,5.183578435,16,6.7,2.2,150,35,soybean,-92.20754,38.89497
22245,2016,MOH1,2,2,W10004_0225/DK3IIH6,5/23/16,10/5/16,7.609497994,16.7,6.7,2.2,150,35,soybean,-92.20754,38.89497
22246,2016,MOH1,2,2,N217/DK3IIH6,5/23/16,10/5/16,5.672572375,15,6.7,2.2,150,35,soybean,-92.20754,38.89497
22247,2016,MOH1,2,2,ILL.HY/DK3IIH6,5/23/16,10/5/16,5.816375768,16.6,6.7,2.2,150,35,soybean,-92.20754,38.89497
22248,2016,MOH1,2,2,W10004_0121/DK3IIH6,5/23/16,10/5/16,5.59073826,14.9,6.7,2.2,150,35,soybean,-92.20754,38.89497
22249,2016,MOH1,2,2,PHBW8/DK3IIH6,5/23/16,10/5/16,5.600982692,16,6.7,2.2,150,35,soybean,-92.20754,38.89497
22250,2016,MOH1,2,2,PHB47/DK3IIH6,5/23/16,10/5/16,7.231702074,14.8,6.7,2.2,150,35,soybean,-92.20754,38.89497
22251,2016,MOH1,2,2,CI540/DK3IIH6,5/23/16,10/5/16,5.28194347,15.2,6.7,2.2,150,35,soybean,-92.20754,38.89497
22252,2016,MOH1,2,2,CG102/DK3IIH6,5/23/16,10/5/16,6.902025519,15.7,6.7,2.2,150,35,soybean,-92.20754,38.89497
22253,2016,MOH1,2,2,B110/DK3IIH6,5/23/16,10/5/16,4.618776857,15.5,6.7,2.2,150,35,soybean,-92.20754,38.89497
22254,2016,MOH1,2,2,LH198/DK3IIH6,5/23/16,10/5/16,7.26019928,15.1,6.7,2.2,150,35,soybean,-92.20754,38.89497
22255,2016,MOH1,2,2,LH205/DK3IIH6,5/23/16,10/7/16,5.972809916,15.2,6.7,2.2,150,35,soybean,-92.20754,38.89497
22256,2016,MOH1,2,2,W10004_0119/DK3IIH6,5/23/16,10/7/16,5.899209481,15.9,6.7,2.2,150,35,soybean,-92.20754,38.89497
22257,2016,MOH1,2,2,N209/DK3IIH6,5/23/16,10/7/16,5.315548441,15.6,6.7,2.2,150,35,soybean,-92.20754,38.89497
22258,2016,MOH1,2,2,B119/DK3IIH6,5/23/16,10/7/16,8.177015244,16.9,6.7,2.2,150,35,soybean,-92.20754,38.89497
22259,2016,MOH1,2,2,LH145/DK3IIH6,5/23/16,10/7/16,5.14119665,15.5,6.7,2.2,150,35,soybean,-92.20754,38.89497
22260,2016,MOH1,2,2,LE23/DK3IIH6,5/23/16,10/7/16,4.431696085,15.9,6.7,2.2,150,35,soybean,-92.20754,38.89497
22261,2016,MOH1,2,2,BSSSC0_012/DK3IIH6,5/23/16,10/7/16,7.052230955,15.3,6.7,2.2,150,35,soybean,-92.20754,38.89497
22262,2016,MOH1,2,2,W10004_0208/DK3IIH6,5/23/16,10/7/16,4.895226285,15.7,6.7,2.2,150,35,soybean,-92.20754,38.89497
22263,2016,MOH1,2,2,BSSSC0_033/DK3IIH6,5/23/16,10/7/16,2.996620499,14.7,6.7,2.2,150,35,soybean,-92.20754,38.89497
22264,2016,MOH1,2,2,B14/DK3IIH6,5/23/16,10/5/16,5.558918697,14.1,6.7,2.2,150,35,soybean,-92.20754,38.89497
22265,2016,MOH1,2,2,W10004_0072/DK3IIH6,5/23/16,10/5/16,6.665606223,15.3,6.7,2.2,150,35,soybean,-92.20754,38.89497
22266,2016,MOH1,2,2,BSSSC0_060/DK3IIH6,5/23/16,10/5/16,6.326326591,16.1,6.7,2.2,150,35,soybean,-92.20754,38.89497
22267,2016,MOH1,2,2,W10004_0062/DK3IIH6,5/23/16,10/5/16,4.8539538780000004,14.8,6.7,2.2,150,35,soybean,-92.20754,38.89497
22268,2016,MOH1,2,2,PHT69/DK3IIH6,5/23/16,10/5/16,7.365809951,14.9,6.7,2.2,150,35,soybean,-92.20754,38.89497
22269,2016,MOH1,2,2,BSSSC0_048/DK3IIH6,5/23/16,10/5/16,4.021780144,14.7,6.7,2.2,150,35,soybean,-92.20754,38.89497
22270,2016,MOH1,2,2,W10004_0045/DK3IIH6,5/23/16,10/5/16,6.757777219,16.1,6.7,2.2,150,35,soybean,-92.20754,38.89497
22271,2016,MOH1,2,2,BSSSC0_017/DK3IIH6,5/23/16,10/5/16,5.291165192,15.6,6.7,2.2,150,35,soybean,-92.20754,38.89497
22272,2016,MOH1,2,2,H91/DK3IIH6,5/23/16,10/5/16,6.288965907,14.9,6.7,2.2,150,35,soybean,-92.20754,38.89497
22273,2016,MOH1,2,2,BSSSC0_057/DK3IIH6,5/23/16,10/5/16,5.369832951,16.5,6.7,2.2,150,35,soybean,-92.20754,38.89497
22274,2016,MOH1,2,2,PHBB3/DK3IIH6,5/23/16,10/5/16,6.63112299,15.8,6.7,2.2,150,35,soybean,-92.20754,38.89497
22275,2016,MOH1,2,2,NKH8431/DK3IIH6,5/23/16,10/5/16,5.296041841,15.6,6.7,2.2,150,35,soybean,-92.20754,38.89497
22276,2016,MOH1,2,2,I159/DK3IIH6,5/23/16,10/5/16,6.781270649,15.2,6.7,2.2,150,35,soybean,-92.20754,38.89497
22277,2016,MOH1,2,2,BSSSC0_001/DK3IIH6,5/23/16,10/5/16,2.942006642,15.7,6.7,2.2,150,35,soybean,-92.20754,38.89497
22278,2016,MOH1,2,2,W10004_0258/DK3IIH6,5/23/16,10/5/16,7.063977674,15.1,6.7,2.2,150,35,soybean,-92.20754,38.89497
22279,2016,MOH1,2,2,2FACC/DK3IIH6,5/23/16,10/5/16,6.677289383,15.4,6.7,2.2,150,35,soybean,-92.20754,38.89497
22280,2016,MOH1,2,2,CO258/DK3IIH6,5/23/16,10/5/16,5.509008149,15.4,6.7,2.2,150,35,soybean,-92.20754,38.89497
22281,2016,MOH1,2,2,B2/DK3IIH6,5/23/16,10/4/16,4.977557309,16.2,6.7,2.2,150,35,soybean,-92.20754,38.89497
22282,2016,MOH1,2,2,LH195/DK3IIH6,5/23/16,10/4/16,4.676609072,16.3,6.7,2.2,150,35,soybean,-92.20754,38.89497
22283,2016,MOH1,2,2,OS420/DK3IIH6,5/23/16,10/4/16,4.984028694,15.1,6.7,2.2,150,35,soybean,-92.20754,38.89497
22284,2016,MOH1,2,2,B84/DK3IIH6,5/23/16,10/4/16,7.786912141,15.4,6.7,2.2,150,35,soybean,-92.20754,38.89497
22285,2016,MOH1,2,2,W10004_0011/DK3IIH6,5/23/16,10/4/16,6.195177065,16.3,6.7,2.2,150,35,soybean,-92.20754,38.89497
22286,2016,MOH1,2,2,PHB09/DK3IIH6,5/23/16,10/4/16,6.293166526,15.7,6.7,2.2,150,35,soybean,-92.20754,38.89497
22287,2016,MOH1,2,2,B105/DK3IIH6,5/23/16,10/4/16,5.996921599,17.3,6.7,2.2,150,35,soybean,-92.20754,38.89497
22288,2016,MOH1,2,2,N501/DK3IIH6,5/23/16,10/4/16,6.290011729,16.9,6.7,2.2,150,35,soybean,-92.20754,38.89497
22289,2016,MOH1,2,2,TR_9-1-1-6/DK3IIH6,5/23/16,10/4/16,3.749398444,16.7,6.7,2.2,150,35,soybean,-92.20754,38.89497
22290,2016,MOH1,2,2,4N506/DK3IIH6,5/23/16,10/4/16,5.710557087,15.6,6.7,2.2,150,35,soybean,-92.20754,38.89497
22291,2016,MOH1,2,2,PHV37/DK3IIH6,5/23/16,10/4/16,4.242962798,15.4,6.7,2.2,150,35,soybean,-92.20754,38.89497
22292,2016,MOH1,2,2,LH222/DK3IIH6,5/23/16,10/4/16,2.81893479,15.3,6.7,2.2,150,35,soybean,-92.20754,38.89497
22293,2016,MOH1,2,2,BSSSC0_024/DK3IIH6,5/23/16,10/4/16,3.537622408,16.7,6.7,2.2,150,35,soybean,-92.20754,38.89497
22294,2016,MOH1,2,2,SD101/DK3IIH6,5/23/16,10/4/16,6.081506052,16.4,6.7,2.2,150,35,soybean,-92.20754,38.89497
22295,2016,MOH1,2,2,FR19/DK3IIH6,5/23/16,10/4/16,4.29563524,15.9,6.7,2.2,150,35,soybean,-92.20754,38.89497
22296,2016,MOH1,2,2,BSSSC0_002/DK3IIH6,5/23/16,10/4/16,4.592648645,15.8,6.7,2.2,150,35,soybean,-92.20754,38.89497
22297,2016,MOH1,2,2,H122W/DK3IIH6,5/23/16,10/4/16,6.742355679,17.3,6.7,2.2,150,35,soybean,-92.20754,38.89497
22298,2016,MOH1,2,2,W10004_0041/DK3IIH6,5/23/16,10/4/16,6.41279468,15.6,6.7,2.2,150,35,soybean,-92.20754,38.89497
22299,2016,MOH1,2,2,H84/DK3IIH6,5/23/16,10/4/16,5.14519504,16.7,6.7,2.2,150,35,soybean,-92.20754,38.89497
22300,2016,MOH1,2,2,BSSSC0_009/DK3IIH6,5/23/16,10/4/16,7.598560201,15.7,6.7,2.2,150,35,soybean,-92.20754,38.89497
22301,2016,MOH1,2,2,FBLA/DK3IIH6,5/23/16,10/4/16,5.311781172,14.8,6.7,2.2,150,35,soybean,-92.20754,38.89497
22302,2016,MOH1,2,2,A632/DK3IIH6,5/23/16,10/4/16,5.803467669,14.3,6.7,2.2,150,35,soybean,-92.20754,38.89497
22303,2016,MOH1,2,2,W10004_0140/DK3IIH6,5/23/16,10/4/16,3.287971444,14.3,6.7,2.2,150,35,soybean,-92.20754,38.89497
22304,2016,MOH1,2,2,CG106/DK3IIH6,5/23/16,10/4/16,4.568860531,14.7,6.7,2.2,150,35,soybean,-92.20754,38.89497
22305,2016,MOH1,2,2,BSSSC0_020/DK3IIH6,5/23/16,10/5/16,4.800998314,15.3,6.7,2.2,150,35,soybean,-92.20754,38.89497
22306,2016,MOH1,2,2,W10004_0095/DK3IIH6,5/23/16,10/5/16,3.743418192,15.2,6.7,2.2,150,35,soybean,-92.20754,38.89497
22307,2016,MOH1,2,2,LH209/DK3IIH6,5/23/16,10/5/16,6.895369234,15.9,6.7,2.2,150,35,soybean,-92.20754,38.89497
22308,2016,MOH1,2,2,N218/DK3IIH6,5/23/16,10/5/16,5.584035755,15.3,6.7,2.2,150,35,soybean,-92.20754,38.89497
22309,2016,MOH1,2,2,N192/DK3IIH6,5/23/16,10/5/16,6.117480012,15.3,6.7,2.2,150,35,soybean,-92.20754,38.89497
22310,2016,MOH1,2,2,A635/DK3IIH6,5/23/16,10/5/16,5.778726182,15.1,6.7,2.2,150,35,soybean,-92.20754,38.89497
22311,2016,MOH1,2,2,MS222/DK3IIH6,5/23/16,10/5/16,3.131652856,16.1,6.7,2.2,150,35,soybean,-92.20754,38.89497
22312,2016,MOH1,2,2,BSSSC0_026/DK3IIH6,5/23/16,10/5/16,7.570086112,15.8,6.7,2.2,150,35,soybean,-92.20754,38.89497
22313,2016,MOH1,2,2,B104/DK3IIH6,5/23/16,10/5/16,5.028265224,16,6.7,2.2,150,35,soybean,-92.20754,38.89497
22314,2016,MOH1,2,2,N28HT/DK3IIH6,5/23/16,10/5/16,4.624242865,15.4,6.7,2.2,150,35,soybean,-92.20754,38.89497
22315,2016,MOH1,2,2,W10004_0026/DK3IIH6,5/23/16,10/5/16,5.350540138,15.2,6.7,2.2,150,35,soybean,-92.20754,38.89497
22316,2016,MOH1,2,2,DKFBHJ/DK3IIH6,5/23/16,10/5/16,5.759104022,15.1,6.7,2.2,150,35,soybean,-92.20754,38.89497
22317,2016,MOH1,2,2,W10004_0292/DK3IIH6,5/23/16,10/5/16,5.652927103,15,6.7,2.2,150,35,soybean,-92.20754,38.89497
22318,2016,MOH1,2,2,BSSSC0_005/DK3IIH6,5/23/16,10/5/16,4.057557652,16.4,6.7,2.2,150,35,soybean,-92.20754,38.89497
22319,2016,MOH1,2,2,B73/DK3IIH6,5/23/16,10/5/16,6.384389924,15.2,6.7,2.2,150,35,soybean,-92.20754,38.89497
22320,2016,MOH1,2,2,B109/DK3IIH6,5/23/16,10/5/16,5.973387718,15.4,6.7,2.2,150,35,soybean,-92.20754,38.89497
22321,2016,MOH1,2,2,LH149/DK3IIH6,5/23/16,10/7/16,4.9253875559999996,14.5,6.7,2.2,150,35,soybean,-92.20754,38.89497
22322,2016,MOH1,2,2,DK78010/DK3IIH6,5/23/16,10/7/16,4.595450985,15.3,6.7,2.2,150,35,soybean,-92.20754,38.89497
22323,2016,MOH1,2,2,W10004_0008/DK3IIH6,5/23/16,10/7/16,3.894998801,15.1,6.7,2.2,150,35,soybean,-92.20754,38.89497
22324,2016,MOH1,2,2,W10004_0178/DK3IIH6,5/23/16,10/7/16,6.702319767,15.7,6.7,2.2,150,35,soybean,-92.20754,38.89497
22325,2016,MOH1,2,2,A679/DK3IIH6,5/23/16,10/7/16,7.75546815,15.9,6.7,2.2,150,35,soybean,-92.20754,38.89497
22326,2016,MOH1,2,2,BSSSC0_015/DK3IIH6,5/23/16,10/7/16,3.308258076,16.9,6.7,2.2,150,35,soybean,-92.20754,38.89497
22327,2016,MOH1,2,2,R229/DK3IIH6,5/23/16,10/7/16,7.512144116,17.4,6.7,2.2,150,35,soybean,-92.20754,38.89497
22328,2016,MOH1,2,2,6F629/DK3IIH6,5/23/16,10/7/16,6.190768434,15.9,6.7,2.2,150,35,soybean,-92.20754,38.89497
22329,2016,MOH1,2,2,PHP85/DK3IIH6,5/23/16,10/7/16,4.508589992,15,6.7,2.2,150,35,soybean,-92.20754,38.89497
22330,2016,MOH1,2,2,BSSSC0_038/DK3IIH6,5/23/16,10/7/16,3.969593056,15.6,6.7,2.2,150,35,soybean,-92.20754,38.89497
22331,2016,MOH1,2,2,W10004_0212/DK3IIH6,5/23/16,10/7/16,7.808995734,15,6.7,2.2,150,35,soybean,-92.20754,38.89497
22332,2016,MOH1,2,2,LH220HT/DK3IIH6,5/23/16,10/5/16,6.714546062,15.3,6.7,2.2,150,35,soybean,-92.20754,38.89497
22333,2016,MOH1,2,2,A680/DK3IIH6,5/23/16,10/5/16,8.344242739,15.3,6.7,2.2,150,35,soybean,-92.20754,38.89497
22334,2016,MOH1,2,2,W10004_0080/DK3IIH6,5/23/16,10/5/16,4.646811816,15.7,6.7,2.2,150,35,soybean,-92.20754,38.89497
22335,2016,MOH1,2,2,BSSSC0_008/DK3IIH6,5/23/16,10/5/16,6.579750603,14.7,6.7,2.2,150,35,soybean,-92.20754,38.89497
22336,2016,MOH1,2,2,ICI_441/LH123HT,5/23/16,10/5/16,7.105579426,16,6.7,2.2,150,35,soybean,-92.20754,38.89497
22337,2016,MOH1,2,2,LH195/PHK76,5/23/16,10/5/16,5.659311816,16.5,6.7,2.2,150,35,soybean,-92.20754,38.89497
22338,2016,MOH1,2,2,PHB47/PHZ51,5/23/16,10/5/16,6.295038603,16,6.7,2.2,150,35,soybean,-92.20754,38.89497
22339,2016,MOH1,2,2,LH195/PHN82,5/23/16,10/5/16,6.119386759,17,6.7,2.2,150,35,soybean,-92.20754,38.89497
22340,2016,MOH1,2,2,PHB47/PHG47,5/23/16,10/5/16,5.931427728,16.2,6.7,2.2,150,35,soybean,-92.20754,38.89497
22341,2016,MOH1,2,2,PHW52/PHR55,5/23/16,10/5/16,8.408754345,17.5,6.7,2.2,150,35,soybean,-92.20754,38.89497
22342,2016,MOH1,2,2,ICI_441/PHG47,5/23/16,10/5/16,6.249507798,15.5,6.7,2.2,150,35,soybean,-92.20754,38.89497
22343,2016,MOH1,2,2,LH195/PHG29,5/23/16,10/5/16,6.963289878,17.4,6.7,2.2,150,35,soybean,-92.20754,38.89497
22344,2016,MOH1,2,2,PHN66/PHK56,5/23/16,10/5/16,8.056595503,15.8,6.7,2.2,150,35,soybean,-92.20754,38.89497
22345,2016,MOH1,2,2,ICI_441/Q381,5/23/16,10/5/16,6.418572701,17.1,6.7,2.2,150,35,soybean,-92.20754,38.89497
22346,2016,MOH1,2,2,LH51/PHB47,5/23/16,10/5/16,6.263305713,16.1,6.7,2.2,150,35,soybean,-92.20754,38.89497
22347,2016,MOH1,2,2,PHW52/LH123HT,5/23/16,10/5/16,7.147441193,16.7,6.7,2.2,150,35,soybean,-92.20754,38.89497
22348,2016,MOH1,2,2,PHB47/PHK56,5/23/16,10/4/16,5.122839876,15.4,6.7,2.2,150,35,soybean,-92.20754,38.89497
22349,2016,MOH1,2,2,ICI_441/LH51,5/23/16,10/4/16,6.487186701,15.9,6.7,2.2,150,35,soybean,-92.20754,38.89497
22350,2016,MOH1,2,2,PHB47/PHR55,5/23/16,10/4/16,5.784099741,16.3,6.7,2.2,150,35,soybean,-92.20754,38.89497
